Keuwl Accelerometer Data File
2021-06-01 15-05-52

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
6.9179993,0.164563,-0.255133,0.311139,0.301591,-0.643459,-53.769638
6.9376831,0.084958,-0.174932,0.050168,0.038993,-0.800771,-41.168110
6.9573979,0.015531,-0.019903,-0.140170,-0.148750,-0.467335,-21.809055
6.9771118,0.020917,0.000452,-0.028232,-0.035953,-0.390109,-20.831074
6.9968266,0.085553,-0.087530,0.127973,0.119177,-0.532149,-32.742317
7.0165410,0.107709,-0.137213,0.080701,0.071396,-0.582774,-38.767525
7.0362549,0.035871,-0.033071,-0.015674,-0.024235,-0.484403,-24.494907
7.0559697,-0.015597,0.036371,-0.006091,-0.013455,-0.355277,-15.367146
7.0756836,0.035291,-0.019903,0.097455,0.089229,-0.464608,-23.465405
7.0953674,0.074186,-0.064794,0.134564,0.126071,-0.499599,-29.995121
7.1150823,0.160978,-0.133627,0.242902,0.235857,-0.360606,-41.474068
7.1347661,0.089750,-0.065390,0.153714,0.145790,-0.440302,-31.162159
7.1544805,0.006559,0.032175,0.104642,0.097615,-0.337103,-17.550335
7.1742253,-0.023379,0.043543,0.084882,0.077477,-0.373873,-14.252316
7.1939392,0.093946,-0.040853,0.203992,0.197037,-0.345209,-29.497375
7.2136230,0.206464,-0.164144,0.124982,0.119587,-0.173585,-46.391567
7.2333379,0.201688,-0.138418,0.009473,0.004695,-0.092991,-43.897491
7.2530522,0.093335,0.038767,-0.042605,-0.045889,0.060332,-23.854553
7.2727661,0.009549,0.151880,-0.153934,-0.154264,0.351081,-11.534634
7.2924500,0.113095,0.048334,-0.110248,-0.112110,0.204957,-24.606255
7.3121648,0.271100,-0.164755,0.060346,0.058649,0.188077,-48.935692
7.3319097,0.289075,-0.158758,0.230924,0.230090,0.233323,-49.058777
7.3515935,0.122678,0.051935,0.137555,0.135773,0.166077,-25.017719
7.3713078,0.101117,0.150080,0.074109,0.076582,0.544095,-18.159180
7.3910217,0.196882,0.043543,0.076505,0.078000,0.462502,-30.039822
7.4107056,0.239988,-0.083349,0.257871,0.256323,0.165271,-41.135712
7.4304204,0.225019,-0.058203,0.353635,0.351928,0.133935,-38.524578
7.4501343,0.157987,0.066889,0.088483,0.089119,0.387446,-26.334202
7.4698491,0.187909,0.224314,-0.262271,-0.250175,1.351278,-19.972023
7.4895329,0.215451,0.271601,-0.447818,-0.430239,1.775506,-19.457558
7.5092773,0.268720,0.342234,-0.440646,-0.414588,2.307168,-19.382099
7.5289922,0.327375,0.381723,-0.459796,-0.426593,2.727078,-20.631813
7.5487061,0.371061,0.338038,-0.353244,-0.321148,2.630255,-24.109272
7.5683899,0.444699,0.162058,0.105237,0.128539,1.983122,-34.624100
7.5881047,0.402799,-0.124655,0.679837,0.686092,0.717146,-49.962494
7.6078191,0.272901,-0.408361,1.125775,1.119481,-0.414847,-71.562355
7.6275029,0.223218,-0.378439,1.313107,1.304090,-0.716990,-68.363396
7.6472478,0.054441,-0.092321,0.898908,0.887910,-0.888009,-30.875954
7.6669316,-0.147280,0.135126,0.323712,0.317680,-0.269514,1.426949
7.6866455,-0.143084,0.158472,0.794171,0.788721,-0.284792,1.696945
7.7063603,-0.120944,-0.051031,1.913449,1.898508,-1.496712,-9.851295
7.7260747,-0.024569,-0.234182,2.407865,2.390543,-1.899744,-40.413261
7.7457585,0.025113,-0.282659,1.986478,1.970023,-1.728432,-51.141243
7.7655034,0.026899,-0.019903,1.135938,1.126145,-0.779238,-22.772106
7.7852173,0.063413,0.229700,0.628964,0.633272,0.579941,-12.144070
7.8049011,0.101728,0.244654,0.710370,0.716827,0.726048,-14.025185
7.8246155,0.280683,0.036966,1.098828,1.102088,0.411871,-34.716030
7.8443303,0.454862,-0.156378,1.193402,1.201072,0.719478,-53.416111
7.8640442,0.401593,-0.188101,0.900708,0.904811,0.512589,-54.449333
7.8837590,0.284284,-0.130026,0.599042,0.597916,0.141889,-46.592499
7.9034429,0.116681,-0.106695,0.539182,0.530530,-0.575555,-36.502415
7.9231567,0.025113,-0.104895,0.619992,0.607924,-0.984942,-29.664234
7.9428711,-0.082629,-0.000143,0.555951,0.544590,-0.889519,-11.034416
7.9625859,-0.147876,0.032175,0.549359,0.538084,-0.878213,-2.156082
7.9822998,-0.025775,-0.015707,0.842649,0.831797,-0.864037,-17.775116
8.0019836,0.150800,-0.070181,0.906690,0.900092,-0.413762,-35.481384
8.0216980,0.253751,-0.073172,0.618787,0.617593,0.132581,-40.980309
8.0414124,0.273511,0.083643,0.265653,0.272740,0.864913,-31.600838
8.0611572,0.281888,0.188990,0.165097,0.178709,1.350750,-26.480644
8.0808411,0.271116,0.138117,0.388944,0.398312,1.004466,-28.502956
8.1005554,0.316602,0.021998,0.636151,0.641995,0.695256,-37.235214
8.1202393,0.324384,-0.033071,0.567319,0.571687,0.596593,-41.096642
8.1399536,0.237592,-0.025885,0.339871,0.340030,0.298856,-36.798481
8.1596680,0.132840,-0.007330,0.440427,0.435997,-0.131467,-29.614525
8.1793823,0.020322,0.023798,0.699002,0.691212,-0.506107,-19.234879
8.1990967,0.075986,-0.013311,0.807935,0.800444,-0.490289,-26.142651
8.2188110,0.090345,0.079462,0.751676,0.748674,-0.049579,-21.179688
8.2385254,0.092740,0.145304,0.572705,0.573421,0.303051,-17.834930
8.2582397,0.089154,0.156672,0.664884,0.665869,0.308635,-17.041752
8.2779236,0.195691,0.121958,0.958768,0.961861,0.424126,-25.403458
8.2976379,0.284879,0.075266,1.002469,1.007826,0.588035,-32.622917
8.3173523,0.293256,0.029780,0.789380,0.793785,0.556629,-35.734016
8.3370667,0.265729,0.067499,0.763638,0.768197,0.573232,-32.163143
8.3567505,0.293256,0.075266,0.897122,0.903217,0.662676,-33.012184
8.3764648,0.189100,0.109385,0.770825,0.773426,0.419761,-25.716206
8.3961792,0.114896,0.029184,0.712766,0.708593,-0.150872,-25.950809
8.4158936,0.195691,-0.183905,0.967145,0.959513,-0.526909,-47.759533
8.4356079,0.267514,-0.307211,1.100034,1.093964,-0.389412,-61.681129
8.4553223,0.167554,-0.136618,0.613400,0.606048,-0.448231,-42.084854
8.4749756,0.036481,0.059107,0.243497,0.238474,-0.156462,-18.376995
8.4947510,0.087949,0.049540,0.489499,0.485514,-0.097444,-22.798386
8.5144653,0.238782,-0.104299,0.907895,0.904434,-0.116129,-42.721142
8.5341492,0.266324,-0.155767,0.806745,0.803575,-0.073743,-48.017410
8.5538635,0.126859,0.068689,0.356626,0.355360,0.172460,-24.270260
8.5735779,-0.071261,0.372751,0.030423,0.042396,1.270574,1.185463
8.5932922,-0.071261,0.457743,0.214765,0.233074,1.646052,2.784981
8.6129761,0.095136,0.162058,0.706784,0.708199,0.336181,-17.184845
8.6326904,0.267514,-0.174917,1.081479,1.077472,-0.192523,-49.667229
8.6524057,0.329175,-0.268301,0.952191,0.950273,0.013802,-59.268555
8.6721191,0.234601,-0.188101,0.588269,0.583042,-0.231635,-49.659492
8.6918335,0.131650,-0.057608,0.427258,0.420955,-0.313095,-33.312805
8.7115183,0.122663,0.023203,0.422467,0.418872,-0.049864,-26.859707
8.7312632,0.129850,0.004633,0.481122,0.476967,-0.112058,-28.584904
8.7509460,0.142423,-0.045645,0.478726,0.473229,-0.240806,-33.046516
8.7706614,0.086164,-0.083349,0.445218,0.436170,-0.606036,-32.423004
8.7903442,0.052045,-0.013311,0.438626,0.430778,-0.474750,-24.325775
8.8100891,0.029889,0.079462,0.299176,0.294796,-0.103467,-16.700554
8.8298035,0.079572,0.121958,0.020246,0.020415,0.360676,-18.109665
8.8494873,0.240583,0.066294,-0.077319,-0.071992,0.804918,-30.981224
8.8692017,0.193296,0.219523,-0.068347,-0.056959,1.253309,-20.482914
8.8889170,0.087354,0.291346,0.147138,0.157775,1.149173,-11.385490
8.9086304,0.144819,0.168635,0.209394,0.214482,0.724884,-20.030315
8.9283447,0.274106,-0.100714,0.216565,0.216489,0.301808,-43.925045
8.9480591,0.316602,-0.276678,0.239911,0.238503,0.180919,-59.757629
8.9677744,0.281278,-0.240759,0.181256,0.178349,0.055463,-55.820370
8.9874573,0.180722,-0.200064,0.135159,0.127621,-0.396068,-48.691471
9.0071421,0.126859,-0.140814,0.294385,0.285531,-0.562982,-40.259392
9.0268860,0.063413,-0.106100,0.397336,0.386786,-0.771568,-32.808392
9.0466003,-0.007815,0.105799,0.145337,0.141327,-0.041941,-12.293415
9.0662851,-0.168231,0.330256,-0.289203,-0.281438,1.041000,7.287651
9.0859985,-0.187976,0.437388,-0.273044,-0.256738,1.643109,9.965836
9.1057129,-0.010211,0.303324,0.030408,0.038814,1.014716,-4.660614
9.1254578,0.240583,0.100412,0.139951,0.146366,0.841414,-29.009350
9.1451416,0.250760,0.039362,-0.078525,-0.073886,0.750881,-33.134270
9.1648560,0.179532,0.066889,-0.029437,-0.027471,0.523266,-27.615158
9.1845703,0.164563,-0.048025,0.296170,0.291905,-0.091893,-34.546013
9.2042542,0.241788,-0.162359,0.563733,0.559505,-0.132286,-47.660187
9.2239685,0.231611,-0.213827,0.509854,0.504079,-0.273113,-51.911835
9.2437134,0.189100,-0.143804,0.324307,0.318224,-0.274823,-43.787605
9.2633972,0.035871,-0.069586,0.135175,0.125100,-0.679774,-27.419998
9.2831116,-0.061679,0.130945,0.298566,0.294113,-0.110315,-6.593407
9.3027964,-0.149066,0.265009,0.265058,0.266922,0.456040,4.696991
9.3225098,-0.104785,0.266214,-0.051578,-0.048017,0.658846,1.229324
9.3422241,0.008344,0.219523,-0.289813,-0.285664,0.758049,-8.711235
9.3619394,0.012540,0.236872,-0.256289,-0.250937,0.846712,-8.381416
9.3816528,-0.028170,0.356592,-0.072528,-0.060315,1.312362,-2.038513
9.4013672,0.036481,0.304514,0.008878,0.018981,1.143331,-7.727013
9.4210520,0.056836,0.218927,-0.045001,-0.039832,0.785452,-12.128757
9.4407969,0.102918,0.089045,-0.123416,-0.123690,0.350110,-21.496822
9.4604797,0.221433,-0.012121,-0.012683,-0.012076,0.404771,-35.031673
9.4801950,0.190900,-0.056402,-0.007892,-0.010597,0.108168,-36.648132
9.4999084,0.093335,-0.060003,-0.027041,-0.034369,-0.347957,-30.972740
9.5196228,0.074781,-0.113867,0.162107,0.152028,-0.683970,-34.357620
9.5393372,0.154996,-0.163549,0.303952,0.295771,-0.490682,-43.953991
9.5590210,0.158582,-0.076162,0.077695,0.072549,-0.140950,-36.416374
9.5787354,-0.040133,0.183008,-0.220370,-0.220224,0.406333,-6.378517
9.5984507,-0.125735,0.335642,-0.139560,-0.131115,1.056827,4.251755
9.6181641,-0.110171,0.400278,-0.098865,-0.085084,1.427306,4.298332
9.6378784,0.007154,0.277582,-0.253894,-0.245901,1.049872,-6.631310
9.6575928,0.091550,0.206949,-0.349658,-0.342986,0.971461,-14.927830
9.6772766,0.093946,0.133326,-0.017459,-0.015998,0.478410,-18.515026
9.6969910,0.105314,0.037562,0.224347,0.221004,0.007465,-24.760857
9.7167063,0.095136,-0.007925,0.302762,0.296958,-0.243345,-27.131641
9.7364197,0.187314,-0.125845,0.293180,0.287542,-0.225194,-42.121731
9.7561340,0.198682,-0.130041,0.247693,0.242584,-0.165603,-43.031075
9.7757874,0.052640,-0.122854,0.292584,0.281270,-0.850235,-33.585899
9.7955322,0.062818,-0.066580,0.193219,0.184153,-0.572121,-29.294540
9.8152771,0.037076,-0.067785,0.086682,0.076770,-0.653826,-27.367233
9.8349619,0.044858,0.023203,0.002286,-0.003663,-0.208997,-21.256851
9.8546753,0.022702,0.262018,-0.151538,-0.144425,0.959347,-8.209866
9.8743896,-0.100589,0.483484,-0.356845,-0.334429,2.059698,4.981735
9.8941040,-0.168216,0.528971,-0.372409,-0.346806,2.259051,9.594299
9.9138193,-0.059283,0.299128,-0.097064,-0.089969,0.945650,-1.344200
9.9335022,0.102918,0.011225,0.126187,0.121782,-0.076618,-26.336468
9.9532175,0.145414,-0.072576,0.044187,0.038599,-0.179392,-35.356216
9.9729309,0.084958,0.060907,0.035214,0.032472,0.096857,-21.892635
9.9926453,0.153791,0.098017,0.026227,0.028358,0.525563,-24.265430
10.0123596,0.281293,-0.031866,0.129178,0.132087,0.568495,-39.230217
10.0320435,0.290860,-0.130041,0.077695,0.078063,0.366585,-46.833351
10.0517883,0.178342,-0.061788,0.011273,0.007704,0.023537,-36.382915
10.0714731,0.102918,-0.007330,0.037000,0.031981,-0.121486,-27.629951
10.0911865,0.060422,0.092630,0.004682,0.002603,0.163606,-18.296692
10.1109009,0.033490,0.135126,-0.001910,-0.002703,0.280680,-14.120529
10.1305857,0.032285,0.156672,0.032804,0.033106,0.369688,-13.031944
10.1503305,0.074781,0.142908,-0.027637,-0.026393,0.462104,-16.724274
10.1700439,0.006559,0.239878,-0.238330,-0.233027,0.838830,-7.851158
10.1897287,-0.076052,0.300333,-0.304172,-0.296786,1.015631,-0.103584
10.2094421,-0.051501,0.305109,-0.047992,-0.040403,0.971725,-1.744049
10.2291260,0.081968,0.190790,0.025632,0.029831,0.693661,-14.996712
10.2488708,0.193296,0.102808,-0.137774,-0.133003,0.774328,-26.320202
10.2685862,0.215451,0.056711,-0.188647,-0.184881,0.704812,-30.241199
10.2882690,0.124463,0.073481,0.114820,0.114183,0.272290,-23.829723
10.3079844,0.138837,-0.105490,0.393140,0.385670,-0.428029,-37.740303
10.3276978,0.228605,-0.259924,0.387158,0.380641,-0.328583,-56.237923
10.3474121,0.253751,-0.235983,0.286603,0.281998,-0.123002,-54.651237
10.3670969,0.128064,-0.027090,0.217160,0.212140,-0.151813,-30.742413
10.3868418,-0.004229,0.232691,-0.003695,0.000141,0.670892,-7.328087
10.4065247,-0.067675,0.368555,-0.223376,-0.210757,1.378325,0.857597
10.4262695,-0.032351,0.349405,-0.185061,-0.173141,1.319632,-1.938499
10.4459534,-0.017382,0.306315,-0.040210,-0.031587,1.046974,-4.085449
10.4656677,-0.003024,0.326059,-0.089297,-0.078608,1.208699,-4.496674
10.4853821,0.014325,0.299128,-0.217380,-0.207699,1.166529,-6.439758
10.5050974,0.126264,0.178217,-0.155734,-0.149908,0.861261,-18.429111
10.5248108,0.240583,0.007639,0.029813,0.032192,0.545408,-34.663769
10.5445251,0.238187,-0.031866,0.171674,0.172009,0.345711,-37.248821
10.5642090,0.182523,0.008829,0.155515,0.154590,0.239223,-31.492561
10.5839233,0.168164,0.032770,0.055554,0.055173,0.305844,-29.074780
10.6036377,0.133435,0.021402,-0.062961,-0.065235,0.158229,-27.678673
10.6233215,0.144819,-0.002539,0.027432,0.024483,0.079026,-30.031555
10.6430664,0.113691,0.079462,0.164487,0.163569,0.238223,-22.769859
10.6627502,0.081372,0.215921,-0.010882,-0.005046,0.829934,-13.886341
10.6824646,0.052030,0.336237,-0.319140,-0.304922,1.513919,-7.727409
10.7021790,0.035886,0.387110,-0.417895,-0.399754,1.804244,-5.295746
10.7218637,0.033490,0.378733,-0.259280,-0.242580,1.665620,-5.373581
10.7415771,0.028104,0.196772,-0.007281,-0.004645,0.574149,-11.015373
10.7612915,0.136441,-0.015707,0.171079,0.166949,-0.057805,-30.442806
10.7810059,0.154996,-0.031271,0.273435,0.269374,-0.068633,-32.723000
10.8007202,0.125653,0.051325,0.065137,0.063605,0.202034,-25.250305
10.8204346,0.160978,0.076471,-0.095279,-0.093598,0.512736,-25.944443
10.8401489,0.176542,0.078867,-0.004901,-0.002557,0.549589,-26.728764
10.8598328,0.160382,0.173426,0.129178,0.135490,0.835927,-20.734127
10.8795471,0.137037,0.198572,0.048368,0.055333,0.903189,-18.158688
10.8992615,0.137632,0.169840,0.004086,0.009479,0.792195,-19.531982
10.9189758,0.117276,0.112986,0.059155,0.060329,0.438892,-21.130280
10.9386902,0.081968,0.166254,0.050168,0.052844,0.565641,-16.104893
10.9584045,0.102323,0.237467,-0.176089,-0.167482,1.077500,-14.349781
10.9780884,0.087949,0.309900,-0.337085,-0.323379,1.483269,-10.780399
10.9978027,0.009549,0.311701,-0.134784,-0.124607,1.182729,-5.742302
11.0175476,0.056226,0.201563,0.191434,0.194869,0.598274,-12.794270
11.0372314,0.177137,0.032770,0.223752,0.223443,0.280368,-29.601566
11.0569458,0.181928,0.015421,0.013654,0.013284,0.314934,-31.016014
11.0766306,0.107709,0.072870,-0.005496,-0.006633,0.250680,-22.754890
11.0963745,0.108304,0.075266,0.104642,0.103415,0.221971,-22.654251
11.1160583,0.238187,-0.046240,0.152524,0.152370,0.307240,-38.278862
11.1357727,0.191510,-0.036062,0.176465,0.174172,0.112803,-35.158070
11.1554871,0.070600,0.157862,0.152524,0.154025,0.447924,-15.718204
11.1752014,-0.029956,0.345804,-0.117419,-0.105945,1.271399,-2.187027
11.1949158,-0.011996,0.457743,-0.437045,-0.414240,2.107492,-0.781914
11.2145996,-0.064074,0.493052,-0.345477,-0.321326,2.163118,2.942139
11.2343140,-0.077838,0.362574,-0.037814,-0.026571,1.235690,1.418076
11.2540283,0.038266,0.095026,0.196210,0.193070,0.031295,-16.505825
11.2737427,0.138227,-0.084539,0.204587,0.198017,-0.305440,-35.912178
11.2934265,0.111295,-0.094122,0.190228,0.182199,-0.457283,-35.051254
11.3131418,0.123258,-0.103094,0.238111,0.230248,-0.446424,-36.592541
11.3328857,0.242383,-0.132421,0.285993,0.283059,0.034750,-45.155739
11.3525696,0.305219,-0.051626,0.031613,0.035502,0.667683,-41.597862
11.3723145,0.075376,0.258432,-0.311358,-0.302009,1.164970,-11.826122
11.3920298,-0.177203,0.521189,-0.428073,-0.403093,2.238286,10.063248
11.4117126,-0.159854,0.436792,-0.137179,-0.121058,1.594931,8.105347
11.4313974,-0.022174,0.279368,-0.089892,-0.083197,0.913587,-4.535278
11.4511414,0.013730,0.267405,-0.350253,-0.342463,1.057474,-7.414040
11.4708252,-0.039538,0.398493,-0.489123,-0.472209,1.742824,-0.340134
11.4905396,0.007749,0.375742,-0.217975,-0.202576,1.567761,-3.862457
11.5102539,0.212445,0.094416,0.116605,0.121257,0.710283,-27.856827
11.5299683,0.265729,-0.097113,0.239911,0.239409,0.260637,-43.307869
11.5496531,0.209455,-0.107290,0.273435,0.269487,-0.057863,-41.623680
11.5693665,0.112485,-0.043234,0.310544,0.304107,-0.308524,-30.947510
11.5891113,0.083158,0.019602,0.214170,0.209166,-0.149755,-24.379189
11.6087952,0.110090,-0.024694,0.169888,0.164263,-0.204035,-29.381573
11.6285095,0.027509,0.056711,0.287198,0.281686,-0.211811,-17.805458
11.6481934,-0.095202,0.236277,0.353040,0.353848,0.351387,-0.283630
11.6679382,-0.128115,0.373942,-0.072528,-0.061344,1.239883,5.081757
11.6876526,-0.081439,0.460138,-0.383182,-0.362363,1.967066,3.450455
11.7073364,-0.047915,0.548121,-0.379596,-0.349443,2.528258,2.888947
11.7270508,-0.017382,0.511606,-0.228152,-0.201488,2.278822,0.567070
11.7467651,0.105314,0.354197,-0.156924,-0.139761,1.668855,-10.358047
11.7664795,0.158582,0.281168,-0.276050,-0.261466,1.527668,-15.974697
11.7861938,0.141233,0.232691,-0.248507,-0.238228,1.217756,-16.924206
11.8058777,0.113095,0.077662,0.072324,0.071487,0.262677,-22.835094
11.8256226,0.260938,-0.185690,0.422467,0.419003,-0.037617,-50.367897
11.8453064,0.346524,-0.260519,0.403913,0.404280,0.304706,-58.938988
11.8650522,0.180722,-0.122854,0.118405,0.112812,-0.192285,-41.534523
11.8847351,0.009549,0.127939,-0.009082,-0.011069,0.174550,-12.626587
11.9044199,0.004163,0.190195,0.175870,0.176873,0.401595,-9.525169
11.9241638,-0.047915,0.290751,0.069928,0.076237,0.848522,-2.380020
11.9438477,-0.082034,0.457148,-0.240726,-0.220826,1.868332,3.437973
11.9635620,-0.058093,0.542734,-0.395755,-0.366336,2.491117,3.375664
11.9832764,0.078977,0.384714,-0.315539,-0.296354,1.843474,-7.913151
12.0029907,0.140622,0.137522,0.022046,0.025682,0.649420,-21.324215
12.0227051,0.069989,0.093226,0.257260,0.255071,0.107732,-18.960526
12.0424194,0.031095,0.150690,0.212384,0.211913,0.268375,-13.215172
12.0621033,0.001767,0.185404,-0.082110,-0.080871,0.472768,-9.535801
12.0818176,0.014325,0.166849,-0.168307,-0.167566,0.447575,-11.247120
12.1015320,0.089154,0.096216,0.077100,0.076181,0.254509,-20.151627
12.1212463,0.141828,0.101603,0.114820,0.116364,0.459024,-23.324589
12.1409311,0.131040,0.211741,-0.282016,-0.273484,1.097053,-17.208496
12.1606445,0.029294,0.385920,-0.579501,-0.561008,1.873276,-4.927719
12.1803589,-0.052111,0.423029,-0.383777,-0.365525,1.801871,0.959717
12.2000732,-0.035937,0.253641,0.223752,0.227439,0.611790,-4.322876
12.2197571,0.164563,-0.074972,0.470960,0.465485,-0.237424,-36.659782
12.2395020,0.175946,-0.112677,0.171674,0.166055,-0.203616,-40.412159
12.2592163,0.082563,0.096216,-0.077319,-0.078174,0.289675,-19.691185
12.2789307,-0.055102,0.312891,0.001096,0.009009,0.984903,-1.291267
12.2986145,-0.051516,0.272791,0.136365,0.141147,0.716260,-2.615166
12.3183289,0.171155,0.098612,0.156705,0.159377,0.543706,-25.275791
12.3380432,0.107709,0.162653,-0.050387,-0.046597,0.677114,-17.982544
12.3577576,-0.073657,0.376337,-0.102450,-0.089786,1.351237,1.419128
12.3774424,-0.142489,0.349405,0.056760,0.065344,1.021857,5.696991
12.3971863,0.028089,0.066294,0.245893,0.240914,-0.152460,-17.297314
12.4168701,0.164579,-0.126440,0.142346,0.135825,-0.290493,-41.019218
12.4365845,-0.012606,0.055521,-0.052173,-0.058486,-0.237364,-14.523079
12.4562988,-0.095202,0.272791,-0.068942,-0.064670,0.719712,0.651535
12.4760132,-0.000628,0.162058,-0.027637,-0.027988,0.324466,-10.311363
12.4956980,0.143628,0.010630,-0.037219,-0.039543,0.148909,-29.048759
12.5154419,0.086759,0.092035,-0.091693,-0.092561,0.291233,-20.216877
12.5351257,-0.013797,0.182413,-0.107852,-0.107224,0.425630,-8.467892
12.5548401,-0.070071,0.241663,-0.073138,-0.070385,0.597458,-2.105927
12.5745544,-0.073046,0.191385,0.010068,0.009346,0.284635,-3.417892
12.5942688,0.004163,0.110590,0.078900,0.075637,0.040426,-13.033070
12.6139832,0.019117,0.117167,0.042981,0.040626,0.131226,-13.892658
12.6336670,0.031690,0.114771,0.044782,0.042727,0.158391,-14.980988
12.6533813,0.005948,0.157267,0.044187,0.043612,0.291026,-11.022701
12.6730957,-0.063479,0.241663,0.032819,0.035471,0.567237,-2.613617
12.6928101,-0.044329,0.266214,0.077100,0.081784,0.721156,-3.329918
12.7125244,0.057431,0.149485,-0.056964,-0.055950,0.448472,-15.187374
12.7322092,0.064603,0.151880,-0.222171,-0.220344,0.551435,-15.581516
12.7519531,0.042463,0.186609,-0.144351,-0.141480,0.622113,-12.460812
12.7716370,0.046048,0.171640,0.190839,0.192129,0.422822,-13.363136
12.7913513,0.156186,-0.015707,0.196820,0.193550,0.019009,-31.659481
12.8110657,0.238782,-0.039053,-0.084506,-0.083825,0.425480,-37.789333
12.8307800,0.131650,0.099802,-0.198230,-0.196491,0.538934,-22.781853
12.8504944,-0.000628,0.188395,-0.004901,-0.003738,0.450665,-9.236912
12.8702087,0.029294,0.117762,0.269238,0.266814,0.084303,-14.648533
12.8898621,0.085553,-0.008520,0.281217,0.275042,-0.277266,-26.493732
12.9096069,-0.010211,0.017817,0.015454,0.007401,-0.433163,-16.985985
12.9293213,-0.126925,0.214136,-0.124011,-0.124189,0.358636,1.740639
12.9490356,-0.152056,0.281763,-0.104861,-0.100966,0.697131,5.251762
12.9687500,-0.014392,0.185999,-0.020465,-0.019839,0.407945,-8.282852
12.9884338,0.108304,0.116572,-0.098865,-0.097515,0.485477,-20.347454
13.0081482,0.121473,0.168039,-0.142566,-0.137604,0.790498,-18.608433
13.0278625,0.025113,0.269190,-0.240130,-0.232162,1.044811,-8.130219
13.0475769,0.010740,0.244059,-0.178470,-0.172915,0.845173,-8.000729
13.0672913,0.105314,0.101008,0.001691,0.001856,0.363886,-20.990421
13.0870056,0.171750,-0.069570,0.159696,0.155263,-0.085025,-36.629971
13.1066895,0.188504,-0.126440,0.212384,0.206922,-0.194727,-42.231606
13.1264038,0.179532,-0.146200,0.217755,0.211304,-0.295345,-43.546543
13.1461182,0.175946,-0.083349,0.224347,0.219549,-0.131350,-37.965488
13.1658325,0.095136,0.088434,0.134564,0.133377,0.219908,-20.999878
13.1855164,-0.028765,0.277582,-0.163516,-0.156925,0.922180,-4.120720
13.2052317,-0.101794,0.341623,-0.274249,-0.264410,1.191919,2.652893
13.2249756,-0.061084,0.326059,-0.024646,-0.015832,1.057431,-0.549171
13.2446594,0.070005,0.225504,-0.052783,-0.046662,0.861126,-12.747772
13.2643738,0.067609,0.159662,-0.271243,-0.268715,0.620729,-15.426342
13.2840881,0.016126,0.037562,-0.054584,-0.060804,-0.227420,-18.024055
13.3037720,0.138227,-0.010916,0.321317,0.317190,-0.082950,-30.211411
13.3234873,0.197492,-0.009725,0.141751,0.140850,0.243905,-33.599907
13.3432007,0.107114,0.141108,-0.299975,-0.296803,0.680457,-19.000099
13.3629150,0.046659,0.218927,-0.238925,-0.233594,0.841141,-11.434479
13.3826294,0.062223,0.073481,0.192029,0.188705,0.014866,-19.504139
13.4023438,0.140027,-0.147985,0.495496,0.486772,-0.577308,-41.681473
13.4220581,0.161573,-0.244360,0.423657,0.414001,-0.671469,-52.495598
13.4417429,0.057431,-0.090521,0.083692,0.073767,-0.654865,-30.944923
13.4614563,-0.000033,0.050730,-0.107257,-0.113312,-0.201467,-15.878777
13.4811707,0.054441,0.092630,0.010068,0.007752,0.140970,-17.854668
13.5008545,0.075986,0.106394,0.001691,0.000933,0.283022,-18.674973
13.5205688,-0.010211,0.191385,-0.256289,-0.254641,0.543463,-8.395309
13.5403137,-0.135302,0.324869,-0.279025,-0.271152,1.046801,4.756310
13.5600281,-0.073657,0.262018,0.032819,0.036581,0.657237,-1.262993
13.5797119,0.054441,0.127344,0.097455,0.096781,0.272185,-16.046421
13.5994568,0.064603,0.032175,-0.052783,-0.057499,-0.076100,-22.192513
13.6191406,0.071790,0.082453,-0.091693,-0.093652,0.192664,-19.691624
13.6388550,0.075376,0.087839,0.040601,0.038784,0.180866,-19.646381
13.6585693,0.117887,-0.014517,0.160306,0.155426,-0.128604,-29.156757
13.6782837,0.162168,-0.095312,0.232129,0.226278,-0.236700,-38.198948
13.6979675,0.242383,-0.186300,0.216565,0.212424,-0.066625,-49.778305
13.7176819,0.266919,-0.148580,-0.045596,-0.046906,0.242853,-47.445423
13.7373962,0.162778,0.001047,-0.205417,-0.206883,0.259328,-30.874424
13.7570801,-0.024569,0.129740,-0.096469,-0.099249,0.117540,-9.796715
13.7768250,0.013730,0.103403,0.218961,0.215374,-0.014494,-14.156006
13.7965393,0.198682,0.008829,0.202207,0.201995,0.292790,-32.395847
13.8162537,0.135831,0.160273,-0.332309,-0.326611,0.891334,-19.884243
13.8359375,-0.129916,0.487070,-0.646548,-0.623018,2.216104,6.821342
13.8556519,-0.140689,0.554117,-0.483737,-0.454556,2.505215,8.225906
13.8753662,0.051435,0.188395,-0.111438,-0.108210,0.644439,-13.016621
13.8950500,0.238782,-0.204855,0.175275,0.170613,-0.109850,-51.324944
13.9147339,0.205869,-0.225805,0.269834,0.262863,-0.357031,-52.181808
13.9344788,0.131650,-0.125250,0.070523,0.062613,-0.425977,-39.086842
13.9541931,0.176542,-0.088735,-0.120410,-0.124747,-0.027056,-38.436836
13.9739380,0.212445,-0.150976,-0.033633,-0.038103,-0.055290,-45.475349
13.9936218,0.101728,-0.110281,0.152524,0.143647,-0.544857,-35.866856
14.0133362,-0.001223,-0.060598,0.150128,0.139117,-0.794132,-23.458385
