tempo_s,amplitude
0.166375,1.2495
0.166500,-0.0291
0.166625,0.1972
0.166750,-0.3411
0.166875,-0.9596
0.167000,-0.1593
0.167125,0.7791
0.167250,-0.1595
0.167375,-0.1300
0.167500,-1.7985
0.167625,1.4549
0.167750,-1.4209
0.167875,1.5332
0.168000,-0.2743
0.168125,-0.7616
0.168250,0.6658
0.168375,-0.3505
0.168500,1.6559
0.168625,-0.1019
0.168750,-0.8865
0.168875,-0.1435
0.169000,-1.8110
0.169125,0.3018
0.169250,-0.3925
0.169375,0.1079
0.169500,0.3419
0.169625,1.0654
0.169750,-1.2076
0.169875,-0.4764
0.170000,-0.3165
0.170125,1.0149
0.170250,-0.4855
0.170375,0.5482
0.170500,-0.3466
0.170625,0.1127
0.170750,0.1485
0.170875,0.1972
0.171000,-0.5091
0.171125,-1.4929
0.171250,-0.8207
0.171375,-0.0755
0.171500,-1.6677
0.171625,-0.8720
0.171750,-1.0060
0.171875,-1.6504
0.172000,-1.8378
0.172125,-1.6244
0.172250,1.2837
0.172375,-0.7585
0.172500,0.3632
0.172625,-0.1398
0.172750,-2.2802
0.172875,-0.1717
0.173000,-0.5231
0.173125,-1.6521
0.173250,-1.9812
0.173375,-0.2620
0.173500,-1.0611
0.173625,0.7104
0.173750,0.0878
0.173875,0.1676
0.174000,-0.1108
0.174125,1.7782
0.174250,0.6468
0.174375,-0.2512
0.174500,2.0174
0.174625,0.9654
0.174750,1.5696
0.174875,2.4112
0.175000,0.6413
0.175125,0.0545
0.175250,1.0665
0.175375,1.7237
0.175500,-0.3378
0.175625,-0.1438
0.175750,0.1495
0.175875,-1.1584
0.176000,2.0145
0.176125,0.2673
0.176250,-0.0921
0.176375,-0.1271
0.176500,1.0312
0.176625,0.0896
0.176750,-0.2811
0.176875,-0.3084
0.177000,0.6714
0.177125,-0.5315
0.177250,-0.2964
0.177375,0.5176
0.177500,1.3467
0.177625,-0.6998
0.177750,-0.2401
0.177875,0.3645
0.178000,-0.9429
0.178125,-0.6937
0.178250,-0.3745
0.178375,-0.0817
0.178500,0.0339
0.178625,-0.4024
0.178750,0.5991
0.178875,-0.6962
0.179000,0.8922
0.179125,-1.2768
0.179250,0.3653
0.179375,-0.6221
0.179500,0.3913
0.179625,-1.3563
0.179750,-0.3864
0.179875,-1.2504
0.180000,-1.9988
0.180125,-0.4143
0.180250,0.4869
0.180375,-1.3975
0.180500,-1.8944
0.180625,-0.0177
0.180750,-0.1960
0.180875,-0.7100
0.181000,-1.0515
0.181125,-0.4945
0.181250,-0.9611
0.181375,-0.9009
0.181500,-0.9967
0.181625,-0.8770
0.181750,-1.3821
0.181875,-1.2956
0.182000,-0.8521
0.182125,-1.5500
0.182250,-0.8809
0.182375,0.1545
0.182500,-2.6355
0.182625,0.0816
0.182750,0.1429
0.182875,0.4314
0.183000,-0.2477
0.183125,0.2682
0.183250,0.1616
0.183375,2.9475
0.183500,-0.9787
0.183625,1.5449
0.183750,0.8458
0.183875,0.6411
0.184000,1.7723
0.184125,0.8949
0.184250,1.7478
0.184375,2.1194
0.184500,-0.5820
0.184625,0.3209
0.184750,1.1374
0.184875,-0.1137
0.185000,1.3392
0.185125,0.3565
0.185250,-0.8754
0.185375,0.1945
0.185500,-0.7216
0.185625,1.6326
0.185750,1.1453
0.185875,0.7667
0.186000,-1.3542
0.186125,1.4503
0.186250,0.9374
0.186375,2.1452
0.186500,-0.8452
0.186625,0.2374
0.186750,0.0287
0.186875,-0.7464
0.187000,-0.4122
0.187125,-0.2874
0.187250,0.1491
0.187375,1.4645
0.187500,-0.2529
0.187625,-0.8922
0.187750,-0.3170
0.187875,-0.2276
0.188000,0.1767
0.188125,-0.8605
0.188250,0.3271
0.188375,-0.6579
0.188500,0.6381
0.188625,-0.5800
0.188750,-1.1410
0.188875,0.0706
0.189000,0.1780
0.189125,1.0774
0.189250,-0.0378
0.189375,-1.2529
0.189500,-0.6913
0.189625,-0.0016
0.189750,-0.6115
0.189875,0.8126
0.190000,-0.9221
0.190125,-0.4721
0.190250,-1.0853
0.190375,-1.0466
0.190500,-1.3580
0.190625,-0.3493
0.190750,-2.0364
0.190875,-0.0395
0.191000,-1.6365
0.191125,-1.3972
0.191250,-0.6346
0.191375,-1.2816
0.191500,-1.3416
0.191625,-2.1840
0.191750,-1.3863
0.191875,-1.4406
0.192000,1.0550
0.192125,-1.2936
0.192250,-0.0302
0.192375,1.1049
0.192500,0.2257
0.192625,0.9897
0.192750,0.0318
0.192875,1.5754
0.193000,1.0222
0.193125,1.8081
0.193250,0.4727
0.193375,0.9519
0.193500,0.7311
0.193625,0.9278
0.193750,1.1405
0.193875,0.4210
0.194000,-0.5494
0.194125,-0.3313
0.194250,-0.3250
0.194375,-1.1691
0.194500,0.4359
0.194625,-0.0267
0.194750,0.9400
0.194875,0.5214
0.195000,1.1455
0.195125,0.0905
0.195250,0.9583
0.195375,-0.6908
0.195500,0.2092
0.195625,-2.4880
0.195750,1.2904
0.195875,-0.4468
0.196000,0.7611
0.196125,1.0952
0.196250,0.4107
0.196375,0.9340
0.196500,-0.6740
0.196625,1.2190
0.196750,0.8871
0.196875,-0.4664
0.197000,0.3589
0.197125,2.1367
0.197250,0.1209
0.197375,-0.5557
0.197500,-0.2010
0.197625,0.8703
0.197750,0.3037
0.197875,-0.8011
0.198000,0.2220
0.198125,1.8138
0.198250,-1.7562
0.198375,-1.1516
0.198500,-0.7033
0.198625,-0.1346
0.198750,-0.6492
0.198875,-1.1666
0.199000,-0.8253
0.199125,-0.9203
0.199250,0.7476
0.199375,-0.2252
0.199500,-2.3777
0.199625,-2.0644
0.199750,-0.8213
0.199875,0.1695
0.200000,-1.1146
0.200125,-2.6070
0.200250,-1.7618
0.200375,0.0089
0.200500,-2.9385
0.200625,-2.0049
0.200750,-1.2290
0.200875,-1.2268
0.201000,-0.9243
0.201125,0.0637
0.201250,-2.3677
0.201375,0.8631
0.201500,1.6615
0.201625,-0.6159
0.201750,0.7455
0.201875,0.9917
0.202000,2.1304
0.202125,0.4490
0.202250,1.6639
0.202375,0.1711
0.202500,1.7975
0.202625,1.3380
0.202750,0.4057
0.202875,0.4998
0.203000,0.3386
0.203125,0.3431
0.203250,0.8327
0.203375,2.1516
0.203500,0.6052
0.203625,0.6510
0.203750,0.3334
0.203875,0.9356
0.204000,0.4312
0.204125,0.8351
0.204250,0.4759
0.204375,-0.1237
0.204500,0.2065
0.204625,0.5432
0.204750,-0.3501
0.204875,0.1264
0.205000,0.4346
0.205125,1.0555
0.205250,0.5676
0.205375,0.5616
0.205500,0.6304
0.205625,-0.8741
0.205750,0.5064
0.205875,-0.2340
0.206000,-1.2753
0.206125,0.0341
0.206250,-0.5597
0.206375,-1.3238
0.206500,-1.3639
0.206625,-0.2071
0.206750,-0.7224
0.206875,-0.8166
0.207000,0.5082
0.207125,-0.2033
0.207250,0.5128
0.207375,-1.5276
0.207500,1.4632
0.207625,-0.7071
0.207750,-2.2692
0.207875,-0.8823
0.208000,-0.4276
0.208125,-0.7677
0.208250,0.8587
0.208375,-2.1080
0.208500,-1.2130
0.208625,-2.8522
0.208750,-0.2336
0.208875,0.3606
0.209000,-1.7622
0.209125,-0.8808
0.209250,-1.1318
0.209375,-0.6570
0.209500,-1.4055
0.209625,-1.8572
0.209750,-0.2123
0.209875,-1.0129
0.210000,-0.7288
0.210125,-0.5603
0.210250,-0.1219
0.210375,0.5409
0.210500,-0.7419
0.210625,0.3023
0.210750,-0.3183
0.210875,0.8949
0.211000,1.4735
0.211125,2.7215
0.211250,1.0435
0.211375,1.7219
0.211500,1.4053
0.211625,1.1075
0.211750,1.0584
0.211875,0.4950
0.212000,1.3463
0.212125,0.5657
0.212250,1.5924
0.212375,0.8185
0.212500,0.0692
0.212625,0.2828
0.212750,-0.1956
0.212875,0.6831
0.213000,-0.3058
0.213125,-0.0589
0.213250,0.9442
0.213375,0.0688
0.213500,-0.8836
0.213625,0.3877
0.213750,0.1222
0.213875,0.4920
0.214000,0.4825
0.214125,0.7540
0.214250,0.3915
0.214375,-0.5608
0.214500,1.2051
0.214625,1.3785
0.214750,-0.3053
0.214875,-0.1580
0.215000,0.2390
0.215125,-0.3757
0.215250,0.5177
0.215375,0.9216
0.215500,-0.4368
0.215625,0.6281
0.215750,-0.1610
0.215875,0.3071
0.216000,0.0587
0.216125,-1.3542
0.216250,0.3833
0.216375,-0.2850
0.216500,0.2616
0.216625,-0.2815
0.216750,-0.8549
0.216875,-0.5361
0.217000,-0.0486
0.217125,-1.2628
0.217250,-0.7917
0.217375,-0.6678
0.217500,-1.0218
0.217625,-0.2708
0.217750,0.0360
0.217875,-1.3394
0.218000,-1.6133
0.218125,-0.3292
0.218250,-0.8188
0.218375,-0.3143
0.218500,0.5124
0.218625,-0.4519
0.218750,-2.8704
0.218875,-1.1376
0.219000,-1.1594
0.219125,-1.8780
0.219250,-0.6853
0.219375,-0.8731
0.219500,0.9725
0.219625,0.9011
0.219750,-0.7595
0.219875,-0.5619
0.220000,-1.6517
0.220125,0.1122
0.220250,0.5482
0.220375,0.2987
0.220500,1.1183
0.220625,0.6397
0.220750,0.5055
0.220875,1.1854
0.221000,0.0451
0.221125,0.2473
0.221250,1.3104
0.221375,1.1067
0.221500,0.2444
0.221625,-0.0490
0.221750,1.0927
0.221875,1.0505
0.222000,1.2776
0.222125,0.2730
0.222250,-0.5350
0.222375,2.1290
0.222500,1.0748
0.222625,1.8031
0.222750,-1.2761
0.222875,0.2194
0.223000,0.0025
0.223125,0.2253
0.223250,-0.1430
0.223375,-0.4142
0.223500,0.0672
0.223625,-0.6228
0.223750,-0.8149
0.223875,0.6220
0.224000,0.1166
0.224125,-0.3827
0.224250,-0.7936
0.224375,0.2915
0.224500,-0.5271
0.224625,-1.0975
0.224750,1.0322
0.224875,0.1097
0.225000,-0.5543
0.225125,-0.5071
0.225250,0.1106
0.225375,0.7396
0.225500,-0.1677
0.225625,-1.6150
0.225750,-1.0404
0.225875,-0.0446
0.226000,-1.0623
0.226125,0.2241
0.226250,1.3260
0.226375,0.3193
0.226500,-0.5333
0.226625,0.9191
0.226750,-1.3310
0.226875,-0.4924
0.227000,1.6359
0.227125,-0.7114
0.227250,-1.2911
0.227375,0.2002
0.227500,-0.4007
0.227625,-0.9133
0.227750,0.4545
0.227875,0.2350
0.228000,-0.6730
0.228125,-0.7176
0.228250,-1.5906
0.228375,-0.7919
0.228500,-1.1619
0.228625,-0.8224
0.228750,-0.3299
0.228875,0.1503
0.229000,-0.7528
0.229125,1.6771
0.229250,0.3827
0.229375,1.1923
0.229500,0.7634
0.229625,0.8142
0.229750,0.9094
0.229875,-1.3346
0.230000,1.7279
0.230125,1.2776
0.230250,1.3683
0.230375,1.5779
0.230500,0.7595
0.230625,1.5168
0.230750,1.6149
0.230875,-0.9398
0.231000,-0.6287
0.231125,-0.7971
0.231250,1.1906
0.231375,-0.3167
0.231500,0.1865
0.231625,1.1726
0.231750,-0.1788
0.231875,-0.1213
0.232000,0.9758
0.232125,-0.0848
0.232250,0.0945
0.232375,0.4191
0.232500,-0.6907
0.232625,-0.3643
0.232750,-0.2453
0.232875,0.5264
0.233000,-2.2510
0.233125,-0.0262
0.233250,0.6116
0.233375,0.5490
0.233500,2.6372
0.233625,0.4262
0.233750,-1.4664
0.233875,-1.0080
0.234000,-1.6964
0.234125,1.1526
0.234250,-0.9705
0.234375,-1.7036
0.234500,-0.1998
0.234625,-0.1093
0.234750,1.2197
0.234875,1.8373
0.235000,0.3978
0.235125,-0.3284
0.235250,-0.3477
0.235375,-1.4743
0.235500,0.3357
0.235625,-0.4376
0.235750,0.3975
0.235875,-2.1520
0.236000,-2.2603
0.236125,-0.0218
0.236250,-2.0659
0.236375,-2.0899
0.236500,0.4250
0.236625,0.3866
0.236750,-1.3534
0.236875,-0.7693
0.237000,-1.3308
0.237125,-0.7098
0.237250,-0.2676
0.237375,-0.9477
0.237500,-0.8764
0.237625,-1.2110
0.237750,-0.7474
0.237875,0.1935
0.238000,0.4817
0.238125,1.1386
0.238250,-0.9886
0.238375,0.8712
0.238500,1.0657
0.238625,-0.8927
0.238750,1.9111
0.238875,0.6846
0.239000,1.3418
0.239125,0.7332
0.239250,1.4553
0.239375,1.5197
0.239500,-0.5558
0.239625,0.7629
0.239750,0.5788
0.239875,0.3163
0.240000,-0.0881
0.240125,-0.1435
0.240250,0.2334
0.240375,-0.6877
0.240500,0.7740
0.240625,1.2155
0.240750,1.0105
0.240875,-0.2107
0.241000,-0.5575
0.241125,0.6500
0.241250,-0.5337
0.241375,-0.5720
0.241500,0.3231
0.241625,1.0175
0.241750,1.4941
0.241875,0.2560
0.242000,-1.2951
0.242125,0.0872
0.242250,-0.5862
0.242375,-0.0842
0.242500,-1.1903
0.242625,-0.3472
0.242750,0.6254
0.242875,-0.3181
0.243000,0.7003
0.243125,-0.2064
0.243250,0.5764
0.243375,1.3384
0.243500,-2.2697
0.243625,-1.3217
0.243750,-2.1385
0.243875,0.3196
0.244000,-0.2477
0.244125,-0.7877
0.244250,1.0291
0.244375,-0.7766
0.244500,-0.2627
0.244625,-0.3181
0.244750,-0.4404
0.244875,1.3329
0.245000,-0.5902
0.245125,-0.1349
0.245250,-0.3393
0.245375,0.1415
0.245500,-0.5491
0.245625,-1.1709
0.245750,-0.4819
0.245875,-1.5280
0.246000,-2.1524
0.246125,-1.0249
0.246250,0.3278
0.246375,-0.9197
0.246500,-0.6585
0.246625,-1.2126
0.246750,-1.6597
0.246875,-0.6761
0.247000,-0.9637
0.247125,-0.3373
0.247250,0.0787
0.247375,0.0672
0.247500,-0.5510
0.247625,-0.4731
0.247750,1.1711
0.247875,-0.9136
0.248000,1.4889
0.248125,1.2997
0.248250,0.5814
0.248375,1.4122
0.248500,2.4361
0.248625,0.4341
0.248750,0.8980
0.248875,0.2142
0.249000,-0.2656
0.249125,0.8910
0.249250,-0.7601
0.249375,0.3133
0.249500,1.8785
0.249625,1.2163
0.249750,0.8703
0.249875,1.1946
0.250000,0.8531
0.250125,-0.7165
0.250250,0.8013
0.250375,1.4173
0.250500,0.1738
0.250625,0.5317
0.250750,-0.6287
0.250875,-0.1442
0.251000,-0.2023
0.251125,0.0492
0.251250,0.3629
0.251375,0.8608
0.251500,-0.3741
0.251625,-0.6884
0.251750,0.5432
0.251875,0.4974
0.252000,-0.1835
0.252125,0.2440
0.252250,0.4066
0.252375,-1.1894
0.252500,0.0355
0.252625,0.3296
0.252750,-0.2238
0.252875,0.1090
0.253000,-1.7498
0.253125,-0.3395
0.253250,0.8212
0.253375,-0.4772
0.253500,1.0163
0.253625,0.6332
0.253750,-1.9543
0.253875,-0.7161
0.254000,-1.0765
0.254125,-0.4787
0.254250,-1.2625
0.254375,-1.9074
0.254500,1.0411
0.254625,0.2569
0.254750,-0.3338
0.254875,-0.9960
0.255000,-2.1039
0.255125,-0.5614
0.255250,-1.6552
0.255375,-2.1004
0.255500,-0.6288
0.255625,-0.9689
0.255750,-0.8852
0.255875,-1.3517
0.256000,-0.5661
0.256125,-1.7415
0.256250,0.1239
0.256375,-0.8400
0.256500,0.0383
0.256625,1.9563
0.256750,-0.8156
0.256875,0.4706
0.257000,0.7231
0.257125,0.1635
0.257250,1.2185
0.257375,0.6257
0.257500,1.8009
0.257625,1.9766
0.257750,1.7221
0.257875,-1.1001
0.258000,0.0967
0.258125,1.7998
0.258250,1.9161
0.258375,0.2033
0.258500,0.7663
0.258625,0.1616
0.258750,-0.1331
0.258875,-0.0020
0.259000,1.3573
0.259125,-0.4741
0.259250,-0.6296
0.259375,-0.0118
0.259500,1.0409
0.259625,-0.4236
0.259750,-1.1006
0.259875,-0.2472
0.260000,0.2884
0.260125,-0.9878
0.260250,-0.9417
0.260375,0.2515
0.260500,0.4827
0.260625,0.2301
0.260750,-0.0752
0.260875,-0.5220
0.261000,-0.1039
0.261125,-0.5210
0.261250,-0.3752
0.261375,-1.0199
0.261500,-0.7951
0.261625,1.3228
0.261750,-0.7765
0.261875,0.9694
0.262000,0.2426
0.262125,0.1489
0.262250,0.0899
0.262375,0.7239
0.262500,-0.0484
0.262625,0.3429
0.262750,-1.2085
0.262875,-0.9850
0.263000,-1.0519
0.263125,-0.0676
0.263250,0.3226
0.263375,-0.1135
0.263500,-1.0653
0.263625,-0.3887
0.263750,-1.2506
0.263875,-0.0688
0.264000,-0.3582
0.264125,-0.2365
0.264250,-1.3396
0.264375,-0.6869
0.264500,-1.8242
0.264625,0.4338
0.264750,-1.5871
0.264875,-2.4108
0.265000,-0.7878
0.265125,-1.5371
0.265250,-0.4275
0.265375,-0.6411
0.265500,0.7178
0.265625,-0.0020
0.265750,1.6245
0.265875,-0.4632
0.266000,0.7737
0.266125,0.4641
0.266250,0.9240
0.266375,2.3865
0.266500,0.5531
0.266625,1.1021
0.266750,2.0888
0.266875,0.8727
0.267000,0.8585
0.267125,1.3819
0.267250,-0.6666
0.267375,0.7798
0.267500,1.1619
0.267625,-0.0583
0.267750,-0.5921
0.267875,2.3440
0.268000,0.0762
0.268125,0.1644
0.268250,-0.1480
0.268375,0.8579
0.268500,-0.5089
0.268625,-0.1556
0.268750,-0.0452
0.268875,0.5802
0.269000,-0.1516
0.269125,-0.2694
0.269250,0.0525
0.269375,0.5074
0.269500,-0.3285
0.269625,0.2026
0.269750,0.2329
0.269875,-0.1610
0.270000,-0.4068
0.270125,-0.3540
0.270250,-0.6376
0.270375,-1.2778
0.270500,0.6888
0.270625,0.2202
0.270750,0.0934
0.270875,-0.5830
0.271000,-0.0745
0.271125,0.3413
0.271250,-0.0760
0.271375,0.0618
0.271500,-1.3062
0.271625,-0.2326
0.271750,0.2271
0.271875,-0.7039
0.272000,0.4275
0.272125,0.9551
0.272250,0.4505
0.272375,0.2550
0.272500,-1.6308
0.272625,-0.6837
0.272750,0.3659
0.272875,1.0065
0.273000,-0.6549
0.273125,-0.6265
0.273250,0.5894
0.273375,-1.0708
0.273500,-1.3049
0.273625,-0.4063
0.273750,-1.2522
0.273875,1.0352
0.274000,0.0184
0.274125,-0.3635
0.274250,-1.3893
0.274375,-0.5207
0.274500,-1.6208
0.274625,-1.9020
0.274750,-0.6917
0.274875,-0.4657
0.275000,0.0675
0.275125,-0.1597
0.275250,0.0694
0.275375,0.3511
0.275500,0.7268
0.275625,-0.0230
0.275750,0.2617
0.275875,0.5786
0.276000,2.4431
0.276125,0.3679
0.276250,1.3666
0.276375,0.8464
0.276500,0.8600
0.276625,1.3179
0.276750,-0.0309
0.276875,-1.4264
0.277000,2.5721
0.277125,0.6164
0.277250,0.5902
0.277375,0.8057
0.277500,-1.3218
0.277625,0.5742
0.277750,-0.1210
0.277875,0.1640
0.278000,-0.3089
0.278125,1.9833
0.278250,0.1550
0.278375,-0.3714
0.278500,-1.5938
0.278625,0.4251
0.278750,0.2207
0.278875,0.8361
0.279000,0.1414
0.279125,-0.4823
0.279250,-0.0172
0.279375,1.6081
0.279500,1.1126
0.279625,0.8587
0.279750,1.5622
0.279875,-0.0711
0.280000,-0.8438
0.280125,0.3387
0.280250,-0.0832
0.280375,1.5269
0.280500,-1.0115
0.280625,-1.1338
0.280750,0.0801
0.280875,-0.9912
0.281000,0.2149
0.281125,0.4679
0.281250,-0.2118
0.281375,0.9745
0.281500,0.5701
0.281625,-0.5279
0.281750,-0.5353
0.281875,0.7578
0.282000,-0.3358
0.282125,0.4365
0.282250,-0.5699
0.282375,0.0946
0.282500,-0.3363
0.282625,-0.2150
0.282750,-1.0074
0.282875,-0.2615
0.283000,-0.3989
0.283125,-0.7662
0.283250,-0.7478
0.283375,-1.3448
0.283500,-1.0598
0.283625,-0.5765
0.283750,-0.3002
0.283875,-0.6985
0.284000,-0.6522
0.284125,-0.2555
0.284250,0.3526
0.284375,1.2569
0.284500,0.9297
0.284625,0.8253
0.284750,0.5395
0.284875,1.9442
0.285000,-0.2247
0.285125,0.2610
0.285250,0.4640
0.285375,0.9479
0.285500,0.4761
0.285625,0.3367
0.285750,0.4753
0.285875,0.6270
0.286000,-0.8285
0.286125,1.7660
0.286250,1.8926
0.286375,0.7518
0.286500,-1.2059
0.286625,0.7292
0.286750,-0.6177
0.286875,-0.0666
0.287000,-0.2142
0.287125,-0.3873
0.287250,-0.4855
0.287375,-0.5372
0.287500,-0.4262
0.287625,-0.2270
0.287750,-1.3332
0.287875,1.0030
0.288000,-0.4730
0.288125,1.3160
0.288250,0.0753
0.288375,0.4610
0.288500,0.3380
0.288625,-2.2804
0.288750,0.3298
0.288875,-1.1263
0.289000,-0.0927
0.289125,0.3633
0.289250,0.7446
0.289375,0.1590
0.289500,1.1875
0.289625,1.2764
0.289750,-0.7087
0.289875,0.9872
0.290000,1.1064
0.290125,-0.2606
0.290250,1.0620
0.290375,-1.0639
0.290500,-1.2666
0.290625,0.2135
0.290750,0.0227
0.290875,0.3902
0.291000,-0.4421
0.291125,-0.2251
0.291250,-0.0379
0.291375,-0.6382
0.291500,-0.6139
0.291625,0.2607
0.291750,-1.5154
0.291875,-0.2493
0.292000,-1.9456
0.292125,-0.0834
0.292250,-0.1063
0.292375,0.9601
0.292500,-0.9318
0.292625,-0.9342
0.292750,-0.7063
0.292875,-1.6349
0.293000,0.3265
0.293125,-1.3448
0.293250,0.0932
0.293375,-0.0208
0.293500,1.1872
0.293625,-0.0918
0.293750,0.4571
0.293875,0.4468
0.294000,-0.2265
0.294125,-0.2032
0.294250,0.4534
0.294375,-0.6815
0.294500,0.3803
0.294625,0.9424
0.294750,1.2856
0.294875,-0.3462
0.295000,1.3783
0.295125,0.3249
0.295250,2.0277
0.295375,1.9224
0.295500,-0.2753
0.295625,0.1305
0.295750,-0.0979
0.295875,0.8837
0.296000,1.1253
0.296125,-0.2093
0.296250,-0.6187
0.296375,-0.3581
0.296500,0.8363
0.296625,0.3026
0.296750,0.7274
0.296875,-0.6663
0.297000,-0.6373
0.297125,-0.3043
0.297250,-1.1827
0.297375,1.0153
0.297500,0.2471
0.297625,-1.4080
0.297750,1.1258
0.297875,-0.6935
0.298000,0.7954
0.298125,-0.9321
0.298250,-1.5590
0.298375,-1.4643
0.298500,1.2098
0.298625,0.0554
0.298750,-0.7970
0.298875,0.9740
0.299000,-0.4783
0.299125,-0.3371
0.299250,0.5431
0.299375,-2.0882
0.299500,-0.5533
0.299625,-0.4833
0.299750,1.3703
0.299875,-1.0742
0.300000,-0.2615
0.300125,-0.3566
0.300250,-0.0262
0.300375,-0.1018
0.300500,-0.0761
0.300625,-0.3416
0.300750,-0.6463
0.300875,0.3935
0.301000,-0.5944
0.301125,-0.8288
0.301250,-0.7256
0.301375,0.0230
0.301500,-1.8028
0.301625,-0.5968
0.301750,0.8045
0.301875,-0.3884
0.302000,-0.6586
0.302125,-2.2908
0.302250,-1.1120
0.302375,-0.8712
0.302500,0.9290
0.302625,0.6631
0.302750,0.6274
0.302875,-0.7609
0.303000,0.1784
0.303125,0.2362
0.303250,1.3001
0.303375,0.0651
0.303500,1.0431
0.303625,0.2509
0.303750,1.1363
0.303875,0.4472
0.304000,1.9510
0.304125,0.7816
0.304250,0.6138
0.304375,0.2597
0.304500,0.8930
0.304625,-1.5716
0.304750,-0.3904
0.304875,0.4519
0.305000,0.1310
0.305125,0.3407
0.305250,0.7609
0.305375,1.6982
0.305500,-0.2987
0.305625,0.0097
0.305750,0.4384
0.305875,-0.6694
0.306000,-0.3310
0.306125,0.5575
0.306250,0.0753
0.306375,0.1581
0.306500,-0.7487
0.306625,-0.0347
0.306750,-0.0493
0.306875,-0.2406
0.307000,-0.5058
0.307125,0.2006
0.307250,0.0735
0.307375,0.7668
0.307500,0.8944
0.307625,-0.1488
0.307750,0.9113
0.307875,0.2124
0.308000,-0.7319
0.308125,-1.1547
0.308250,-0.2778
0.308375,-0.6839
0.308500,-1.2344
0.308625,0.1465
0.308750,-1.2277
0.308875,-0.7268
0.309000,0.2583
0.309125,-0.1958
0.309250,0.4400
0.309375,-0.3014
0.309500,-0.1303
0.309625,-0.5999
0.309750,-1.0211
0.309875,-0.0866
0.310000,-0.8910
0.310125,-1.2272
0.310250,0.2817
0.310375,-0.4877
0.310500,-1.8275
0.310625,-0.3545
0.310750,-1.7840
0.310875,-0.9532
0.311000,0.2611
0.311125,-2.3217
0.311250,-0.3838
0.311375,-1.7634
0.311500,-0.3693
0.311625,-0.0426
0.311750,-1.0152
0.311875,0.2164
0.312000,0.7287
0.312125,0.5152
0.312250,1.5353
0.312375,0.4152
0.312500,2.8654
0.312625,1.7041
0.312750,0.5084
0.312875,-0.0448
0.313000,1.6412
0.313125,0.8425
0.313250,0.3917
0.313375,1.1785
0.313500,0.6776
0.313625,1.0144
0.313750,1.6446
0.313875,-0.0697
0.314000,0.2997
0.314125,-0.2438
0.314250,1.0684
0.314375,0.1828
0.314500,0.6050
0.314625,-0.8190
0.314750,-0.1680
0.314875,0.4169
0.315000,0.8437
0.315125,-1.6532
0.315250,-0.1196
0.315375,0.1438
0.315500,0.7462
0.315625,0.2014
0.315750,-1.4598
0.315875,0.9598
0.316000,-0.3685
0.316125,-0.5410
0.316250,0.4060
0.316375,0.6948
0.316500,1.6148
0.316625,1.6295
0.316750,-0.2039
0.316875,0.7810
0.317000,0.6242
0.317125,-0.9275
0.317250,-0.0431
0.317375,-0.1405
0.317500,-1.7557
0.317625,-0.2164
0.317750,-0.5068
0.317875,1.1468
0.318000,-0.6393
0.318125,-1.1770
0.318250,-0.8576
0.318375,-0.0482
0.318500,-0.9486
0.318625,-1.2655
0.318750,-0.7859
0.318875,-0.3266
0.319000,-0.2429
0.319125,-0.8927
0.319250,0.0715
0.319375,0.6380
0.319500,-1.3867
0.319625,-0.4590
0.319750,-0.9982
0.319875,-2.0150
0.320000,-1.0603
0.320125,-0.9717
0.320250,-0.3257
0.320375,0.0473
0.320500,-1.1595
0.320625,-0.4249
0.320750,-1.3605
0.320875,-0.5959
0.321000,0.8559
0.321125,-0.4235
0.321250,0.5419
0.321375,1.4741
0.321500,1.6138
0.321625,1.6053
0.321750,1.6963
0.321875,-0.2680
0.322000,1.0130
0.322125,0.7442
0.322250,-0.1798
0.322375,1.8056
0.322500,-1.1809
0.322625,2.0060
0.322750,0.7467
0.322875,0.0061
0.323000,1.3910
0.323125,1.0202
0.323250,-0.1306
0.323375,1.0206
0.323500,0.1861
0.323625,-0.0286
0.323750,1.8402
0.323875,0.8070
0.324000,0.7922
0.324125,-1.5532
0.324250,0.7919
0.324375,-0.4235
0.324500,-0.0570
0.324625,0.1424
0.324750,-0.4876
0.324875,0.3894
0.325000,-0.0982
0.325125,-0.4342
0.325250,-0.2262
0.325375,0.3420
0.325500,-0.9093
0.325625,0.0105
0.325750,0.6905
0.325875,-0.2714
0.326000,0.7442
0.326125,-1.2389
0.326250,-1.6194
0.326375,0.4553
0.326500,-0.4391
0.326625,0.1636
0.326750,-0.4519
0.326875,-0.4715
0.327000,-0.1657
0.327125,-0.0267
0.327250,0.6515
0.327375,0.1708
0.327500,-0.5232
0.327625,-0.7031
0.327750,-0.3491
0.327875,0.4338
0.328000,1.3852
0.328125,-0.6699
0.328250,0.3811
0.328375,-1.0471
0.328500,0.6400
0.328625,-0.8009
0.328750,-1.1848
0.328875,-1.3473
0.329000,0.2769
0.329125,0.1142
0.329250,-1.7053
0.329375,-1.1399
0.329500,-0.9419
0.329625,-0.1261
0.329750,-1.3889
0.329875,0.0949
0.330000,-0.3176
0.330125,0.8389
0.330250,-0.8147
0.330375,-0.9515
0.330500,-0.0775
0.330625,1.2080
0.330750,0.5744
0.330875,0.7380
0.331000,0.6280
0.331125,1.5188
0.331250,1.5167
0.331375,-0.4026
0.331500,-1.2900
0.331625,1.6950
0.331750,-0.0006
0.331875,-0.3212
0.332000,-0.0817
0.332125,1.8459
0.332250,0.2879
0.332375,0.8767
