tempo_s,aceleracao_g
0.6645,-0.0294
0.6650,0.0642
0.6655,1.3414
0.6660,0.1015
0.6665,-0.0834
0.6670,1.6961
0.6675,1.1724
0.6680,1.6006
0.6685,-0.8729
0.6690,1.0640
0.6695,0.7387
0.6700,1.5069
0.6705,0.0354
0.6710,1.4736
0.6715,0.8633
0.6720,2.8595
0.6725,1.2624
0.6730,1.0923
0.6735,0.3767
0.6740,1.7383
0.6745,1.8820
0.6750,1.2983
0.6755,0.9126
0.6760,-1.0007
0.6765,0.3472
0.6770,0.5955
0.6775,-0.7850
0.6780,0.7924
0.6785,-0.5403
0.6790,-0.7875
0.6795,1.2675
0.6800,2.4196
0.6805,1.4206
0.6810,0.9184
0.6815,0.0763
0.6820,1.6732
0.6825,-0.2172
0.6830,-0.5308
0.6835,1.1376
0.6840,-0.2498
0.6845,-0.1168
0.6850,0.1934
0.6855,-0.7380
0.6860,-0.9232
0.6865,-1.6510
0.6870,0.3211
0.6875,-0.3864
0.6880,-1.4460
0.6885,0.3234
0.6890,0.1828
0.6895,-0.9937
0.6900,-0.4154
0.6905,-0.3462
0.6910,-1.0385
0.6915,-1.0643
0.6920,-1.2686
0.6925,-1.8300
0.6930,-1.6089
0.6935,-0.9229
0.6940,-0.7823
0.6945,-2.4977
0.6950,-0.9628
0.6955,-1.2572
0.6960,-1.9989
0.6965,-0.2412
0.6970,-1.0936
0.6975,-0.5551
0.6980,-0.3983
0.6985,1.3685
0.6990,-1.2467
0.6995,-0.1538
0.7000,0.6908
0.7005,0.2524
0.7010,0.1377
0.7015,0.9451
0.7020,0.6050
0.7025,1.0001
0.7030,1.4876
0.7035,3.5370
0.7040,0.5726
0.7045,0.8215
0.7050,1.2376
0.7055,0.9623
0.7060,1.9954
0.7065,-0.2536
0.7070,1.6808
0.7075,-0.3859
0.7080,0.1574
0.7085,1.2669
0.7090,-0.0750
0.7095,-1.2283
0.7100,0.6538
0.7105,0.3610
0.7110,0.3198
0.7115,0.5159
0.7120,0.9468
0.7125,-0.4818
0.7130,-0.2843
0.7135,-0.7020
0.7140,2.4331
0.7145,0.7196
0.7150,-1.9423
0.7155,0.1253
0.7160,-1.0088
0.7165,-1.6465
0.7170,-0.7478
0.7175,0.0191
0.7180,-0.1592
0.7185,0.3645
0.7190,0.3932
0.7195,0.2570
0.7200,0.8551
0.7205,0.2182
0.7210,-0.3667
0.7215,0.3438
0.7220,-0.2650
0.7225,0.3762
0.7230,-1.8234
0.7235,-1.5817
0.7240,-1.0287
0.7245,0.8497
0.7250,-0.3610
0.7255,-2.1794
0.7260,-0.2089
0.7265,-1.3715
0.7270,-0.9957
0.7275,0.3203
0.7280,1.4396
0.7285,-0.4855
0.7290,-1.4561
0.7295,-0.6329
0.7300,-1.2972
0.7305,1.1398
0.7310,-0.9575
0.7315,-1.2765
0.7320,0.2728
0.7325,-2.1912
0.7330,-1.0669
0.7335,-0.8593
0.7340,0.1523
0.7345,0.8357
0.7350,0.3379
0.7355,-0.3290
0.7360,-0.1411
0.7365,1.4521
0.7370,0.1867
0.7375,1.3241
0.7380,2.2759
0.7385,1.3214
0.7390,0.8360
0.7395,2.0158
0.7400,0.9380
0.7405,2.3382
0.7410,1.4526
0.7415,0.8888
0.7420,-0.4584
0.7425,1.1276
0.7430,0.8036
0.7435,-0.1572
0.7440,0.8910
0.7445,1.1382
0.7450,-1.1742
0.7455,-0.9181
0.7460,0.1605
0.7465,0.3294
0.7470,-0.4685
0.7475,0.9027
0.7480,-0.6643
0.7485,0.3473
0.7490,-0.1640
0.7495,-0.1295
0.7500,-1.0315
0.7505,0.8740
0.7510,0.8749
0.7515,-0.1466
0.7520,-1.0587
0.7525,-1.6816
0.7530,-0.4729
0.7535,-2.0154
0.7540,-0.9526
0.7545,-0.0234
0.7550,-0.2008
0.7555,1.1000
0.7560,-1.6644
0.7565,0.0171
0.7570,-0.9995
0.7575,-1.7289
0.7580,-1.5811
0.7585,-0.8742
0.7590,-0.9234
0.7595,-1.7388
0.7600,-2.4277
0.7605,-1.6916
0.7610,-2.0831
0.7615,-2.0537
0.7620,-1.7978
0.7625,-1.6099
0.7630,-1.2963
0.7635,-1.9140
0.7640,-0.7907
0.7645,-1.9304
0.7650,0.0616
0.7655,-0.6885
0.7660,0.1161
0.7665,-1.8930
0.7670,2.6212
0.7675,-0.0516
0.7680,0.9357
0.7685,1.1601
0.7690,0.9463
0.7695,-0.5439
0.7700,0.6438
0.7705,-0.5258
0.7710,1.3774
0.7715,0.3677
0.7720,0.5139
0.7725,0.5942
0.7730,0.5243
0.7735,-0.4179
0.7740,1.1918
0.7745,0.0647
0.7750,0.3716
0.7755,0.9543
0.7760,0.2704
0.7765,1.6074
0.7770,-0.2950
0.7775,-0.1416
0.7780,0.2727
0.7785,-1.5417
0.7790,-0.9170
0.7795,0.7080
0.7800,-0.4319
0.7805,0.8085
0.7810,0.8621
0.7815,-0.0752
0.7820,-0.2296
0.7825,1.2341
0.7830,-0.3135
0.7835,0.8684
0.7840,1.3563
0.7845,-0.0968
0.7850,0.5917
0.7855,-1.0556
0.7860,0.3224
0.7865,-1.0329
0.7870,1.6583
0.7875,-0.3094
0.7880,-0.0996
0.7885,-1.4918
0.7890,0.0670
0.7895,-2.4777
0.7900,-0.8609
0.7905,-0.1455
0.7910,-0.7909
0.7915,-1.4920
0.7920,-1.5208
0.7925,-2.3343
0.7930,0.0559
0.7935,-0.7206
0.7940,1.2785
0.7945,-0.5635
0.7950,-0.1727
0.7955,-0.1750
0.7960,-0.8662
0.7965,0.8969
0.7970,-0.4194
0.7975,-2.3151
0.7980,-0.7889
0.7985,0.9628
0.7990,-0.3390
0.7995,0.0506
0.8000,0.5171
0.8005,1.1998
0.8010,-0.3993
0.8015,2.1852
0.8020,-0.2474
0.8025,-1.3595
0.8030,0.6842
0.8035,1.2149
0.8040,0.0100
0.8045,0.7938
0.8050,0.2311
0.8055,1.0410
0.8060,0.2049
0.8065,0.5167
0.8070,0.1256
0.8075,-0.0483
0.8080,2.2822
0.8085,0.2969
0.8090,-0.1483
0.8095,0.5660
0.8100,0.7935
0.8105,-0.2119
0.8110,0.6548
0.8115,1.2613
0.8120,0.8117
0.8125,1.5216
0.8130,1.7269
0.8135,1.2531
0.8140,0.6304
0.8145,0.4554
0.8150,1.1812
0.8155,-0.8800
0.8160,-0.8308
0.8165,0.4818
0.8170,0.8615
0.8175,0.2493
0.8180,0.7056
0.8185,-0.4072
0.8190,-0.2641
0.8195,-0.2854
0.8200,-0.6672
0.8205,-1.6393
0.8210,0.3676
0.8215,-1.2302
0.8220,0.9555
0.8225,-0.7712
0.8230,-0.0066
0.8235,-0.6254
0.8240,-0.1305
0.8245,-0.2483
0.8250,-1.6294
0.8255,-0.5603
0.8260,-1.2997
0.8265,-2.4152
0.8270,-2.8288
0.8275,-0.9890
0.8280,-0.7572
0.8285,-1.2302
0.8290,-2.2335
0.8295,-1.2358
0.8300,-0.9734
0.8305,-0.3787
0.8310,-0.7684
0.8315,-0.8476
0.8320,1.7960
0.8325,-0.2633
0.8330,-0.1815
0.8335,-1.2390
0.8340,0.4029
0.8345,2.0584
0.8350,0.2540
0.8355,-0.6945
0.8360,1.8909
0.8365,1.6331
0.8370,0.4972
0.8375,-0.1374
0.8380,0.3002
0.8385,2.2284
0.8390,1.6115
0.8395,-0.1448
0.8400,0.8653
0.8405,2.9394
0.8410,1.9860
0.8415,2.6087
0.8420,2.7504
0.8425,0.9002
0.8430,1.5307
0.8435,0.1072
0.8440,-0.8144
0.8445,0.2132
0.8450,-0.5975
0.8455,-0.2597
0.8460,-0.5307
0.8465,1.1008
0.8470,0.4818
0.8475,-1.7169
0.8480,0.4595
0.8485,-0.2968
0.8490,-1.3100
0.8495,2.2468
0.8500,0.9745
0.8505,0.8820
0.8510,-0.2521
0.8515,0.5475
0.8520,0.2266
0.8525,-0.3623
0.8530,0.5787
0.8535,-0.9645
0.8540,0.6342
0.8545,0.0906
0.8550,-0.3186
0.8555,-1.3481
0.8560,-1.3170
0.8565,-0.0905
0.8570,-3.5806
0.8575,-1.6552
0.8580,-1.4057
0.8585,-2.5793
0.8590,-0.7675
0.8595,-1.8506
0.8600,-1.3874
0.8605,-0.8879
0.8610,-0.4258
0.8615,-0.4728
0.8620,-1.1499
0.8625,-0.3280
0.8630,-0.6750
0.8635,-1.7252
0.8640,-0.9018
0.8645,0.6341
0.8650,-0.3970
0.8655,-1.2767
0.8660,-0.5445
0.8665,1.0480
0.8670,1.3455
0.8675,1.6111
0.8680,0.6977
0.8685,0.3011
0.8690,1.1647
0.8695,1.4551
0.8700,0.4423
0.8705,1.9829
0.8710,0.6000
0.8715,1.7555
0.8720,0.7776
0.8725,0.0415
0.8730,-0.4118
0.8735,-0.0880
0.8740,1.9664
0.8745,1.4780
0.8750,-1.2435
0.8755,-1.1569
0.8760,0.1233
0.8765,0.9490
0.8770,2.1620
0.8775,1.6743
0.8780,3.2614
0.8785,1.5164
0.8790,0.3569
0.8795,0.9089
0.8800,0.3255
0.8805,-0.7079
0.8810,0.0837
0.8815,-0.2024
0.8820,-0.9664
0.8825,1.5622
0.8830,0.0583
0.8835,-2.0436
0.8840,-0.5754
0.8845,-0.1580
0.8850,-1.1012
0.8855,0.6983
0.8860,1.2062
0.8865,0.6290
0.8870,0.2467
0.8875,0.1076
0.8880,-1.0111
0.8885,0.0866
0.8890,-0.0901
0.8895,-0.3742
0.8900,0.4993
0.8905,-1.6491
0.8910,-1.1287
0.8915,-2.2795
0.8920,0.4459
0.8925,-1.5301
0.8930,-0.3493
0.8935,-0.2872
0.8940,-0.0991
0.8945,-2.8697
0.8950,-1.8307
0.8955,-1.0018
0.8960,-2.2018
0.8965,-0.0485
0.8970,-1.3530
0.8975,0.4202
0.8980,-1.2867
0.8985,-0.8732
0.8990,-2.6238
0.8995,-0.2373
0.9000,-0.8006
0.9005,-0.8048
0.9010,0.7048
0.9015,-0.5584
0.9020,0.1153
0.9025,-0.4624
0.9030,0.1550
0.9035,-0.2975
0.9040,-0.0344
0.9045,0.2124
0.9050,1.0789
0.9055,1.5409
0.9060,1.7694
0.9065,1.5340
0.9070,0.8319
0.9075,-0.8835
0.9080,0.4213
0.9085,-0.6329
0.9090,0.5472
0.9095,1.0916
0.9100,0.3202
0.9105,0.7366
0.9110,0.8815
0.9115,-0.8071
0.9120,-0.0254
0.9125,-0.0596
0.9130,2.2772
0.9135,0.6335
0.9140,-0.2100
0.9145,0.7942
0.9150,-0.6519
0.9155,0.9222
0.9160,0.0482
0.9165,0.0878
0.9170,0.8569
0.9175,0.0601
0.9180,-0.3189
0.9185,-1.0023
0.9190,2.2769
0.9195,0.4322
0.9200,0.7599
0.9205,-1.0415
0.9210,0.2098
0.9215,0.1422
0.9220,-0.5895
0.9225,0.0254
0.9230,-2.4659
0.9235,0.8417
0.9240,-1.2588
0.9245,-1.0558
0.9250,0.4353
0.9255,-2.3416
0.9260,-0.7381
0.9265,0.5813
0.9270,-3.0831
0.9275,-0.3621
0.9280,1.2273
0.9285,-1.2633
0.9290,-0.2517
0.9295,-1.5425
0.9300,0.0478
0.9305,0.6312
0.9310,-2.3619
0.9315,-1.2847
0.9320,-0.6449
0.9325,1.3763
0.9330,-0.5538
0.9335,0.6370
0.9340,-0.1175
0.9345,-0.3237
0.9350,1.5262
0.9355,1.8610
0.9360,0.1504
0.9365,1.9069
0.9370,-0.1866
0.9375,-0.0168
0.9380,1.5375
0.9385,0.3276
0.9390,1.2391
0.9395,1.5216
0.9400,0.2014
0.9405,0.3999
0.9410,0.0440
0.9415,1.2524
0.9420,1.5393
0.9425,1.1343
0.9430,-0.8769
0.9435,1.2743
0.9440,0.2026
0.9445,0.9581
0.9450,1.1122
0.9455,0.8318
0.9460,0.8408
0.9465,-0.7637
0.9470,2.8993
0.9475,0.5723
0.9480,1.2399
0.9485,-0.8066
0.9490,0.5719
0.9495,0.0317
0.9500,-0.0576
0.9505,-0.6247
0.9510,-0.4639
0.9515,-0.4554
0.9520,-0.3485
0.9525,-1.8257
0.9530,-0.8165
0.9535,-1.2615
0.9540,-2.5440
0.9545,-0.4348
0.9550,0.7663
0.9555,-1.2150
0.9560,-1.1267
0.9565,-1.2517
0.9570,-0.4539
0.9575,-1.7865
0.9580,-1.1778
0.9585,-1.5184
0.9590,-1.1315
0.9595,-2.2857
0.9600,0.2671
0.9605,-1.4676
0.9610,-0.8565
0.9615,0.3628
0.9620,-1.2985
0.9625,0.2000
0.9630,-1.2345
0.9635,0.4061
0.9640,-0.2899
0.9645,-0.9363
0.9650,0.5549
0.9655,-0.5592
0.9660,-0.3447
0.9665,1.1131
0.9670,0.7412
0.9675,-0.3013
0.9680,0.8012
0.9685,0.0945
0.9690,-0.7291
0.9695,-0.3098
0.9700,1.2829
0.9705,0.9432
0.9710,1.1470
0.9715,0.0293
0.9720,-0.2140
0.9725,2.7213
0.9730,1.6850
0.9735,2.4178
0.9740,-0.0590
0.9745,0.7854
0.9750,1.6157
0.9755,1.3252
0.9760,0.7770
0.9765,1.4924
0.9770,-0.3238
0.9775,-0.2562
0.9780,-0.7397
0.9785,0.7743
0.9790,1.6770
0.9795,-0.9342
0.9800,0.6109
0.9805,-1.5331
0.9810,1.3330
0.9815,0.3940
0.9820,-0.0539
0.9825,0.8699
0.9830,-0.4350
0.9835,-0.7416
0.9840,0.5936
0.9845,0.0417
0.9850,0.3581
0.9855,-0.5353
0.9860,0.2475
0.9865,-1.6009
0.9870,-0.2271
0.9875,0.2325
0.9880,-0.8090
0.9885,-1.6206
0.9890,0.1108
0.9895,0.3632
0.9900,-1.9628
0.9905,-0.1718
0.9910,-1.2206
0.9915,-1.9368
0.9920,-0.7458
0.9925,-0.2500
0.9930,-1.8275
0.9935,-2.2934
0.9940,-0.4925
0.9945,-1.3344
0.9950,-0.4942
0.9955,-0.4576
0.9960,-1.8883
0.9965,-1.2693
0.9970,0.4669
0.9975,-0.3766
0.9980,-0.4595
0.9985,0.0953
0.9990,1.1764
0.9995,2.1605
1.0000,0.2706
1.0005,-1.1823
1.0010,0.2818
1.0015,1.5943
1.0020,0.7315
1.0025,0.2891
1.0030,1.4449
1.0035,-1.0182
1.0040,1.8031
1.0045,0.3770
1.0050,0.5883
1.0055,0.4633
1.0060,-0.5375
1.0065,-0.0553
1.0070,2.0775
1.0075,0.3174
1.0080,2.2053
1.0085,0.9928
1.0090,2.3544
1.0095,0.9265
1.0100,1.5133
1.0105,-0.9444
1.0110,2.0169
1.0115,-0.8393
1.0120,-0.0373
1.0125,0.9733
1.0130,0.0322
1.0135,-1.9430
1.0140,0.6282
1.0145,-1.2939
1.0150,2.2075
1.0155,0.0017
1.0160,0.2863
1.0165,-1.3316
1.0170,-1.5550
1.0175,0.9734
1.0180,-1.4007
1.0185,-1.0740
1.0190,-0.6040
1.0195,0.1954
1.0200,-0.2349
1.0205,-0.3126
1.0210,1.8313
1.0215,-1.5881
1.0220,-1.3005
1.0225,-2.2376
1.0230,-1.4814
1.0235,-3.0050
1.0240,-2.1762
1.0245,-2.2425
1.0250,-0.6800
1.0255,-2.4193
1.0260,-1.6133
1.0265,-2.0976
1.0270,0.2646
1.0275,-1.9532
1.0280,0.1534
1.0285,0.3809
1.0290,-1.0754
1.0295,-0.8538
1.0300,-1.2581
1.0305,-1.0680
1.0310,-0.0953
1.0315,-0.5769
1.0320,-0.7820
1.0325,-1.1230
1.0330,-0.7200
1.0335,-0.6540
1.0340,3.4342
1.0345,-0.4890
1.0350,0.9148
1.0355,-1.0705
1.0360,2.0400
1.0365,1.4930
1.0370,2.0775
1.0375,0.3281
1.0380,1.3523
1.0385,0.3685
1.0390,-0.4284
1.0395,1.8121
1.0400,1.8083
1.0405,1.8416
1.0410,-0.5546
1.0415,0.9989
1.0420,0.8449
1.0425,0.7981
1.0430,0.5641
1.0435,0.2085
1.0440,-0.9135
1.0445,2.3351
1.0450,-0.4019
1.0455,-0.0894
1.0460,0.9904
1.0465,0.8363
1.0470,0.7181
1.0475,0.1096
1.0480,1.6339
1.0485,0.7604
1.0490,0.9641
1.0495,2.5114
1.0500,-0.3474
1.0505,-0.9771
1.0510,-1.4812
1.0515,-0.7050
1.0520,0.5831
1.0525,-0.5667
1.0530,-1.0523
1.0535,-0.1200
1.0540,0.6612
1.0545,-1.6313
1.0550,-0.4499
1.0555,-0.7195
1.0560,-1.0860
1.0565,-0.7397
1.0570,-0.0873
1.0575,-0.0660
1.0580,-0.4286
1.0585,-0.9949
1.0590,-1.4889
1.0595,-1.4627
1.0600,-0.2618
1.0605,-1.1724
1.0610,-1.9062
1.0615,-3.2521
1.0620,-0.2826
1.0625,-2.1656
1.0630,-1.7711
1.0635,-0.9432
1.0640,0.5163
1.0645,-1.1062
1.0650,-1.0101
1.0655,0.8937
1.0660,-1.6115
1.0665,0.4489
1.0670,-0.3901
1.0675,-0.4037
1.0680,-0.0714
1.0685,1.5681
1.0690,1.6194
1.0695,-0.2104
1.0700,0.3952
1.0705,0.9532
1.0710,-0.1777
1.0715,1.5307
1.0720,1.2892
1.0725,0.7780
1.0730,1.9450
1.0735,0.3668
1.0740,0.9653
1.0745,1.2194
1.0750,1.0433
1.0755,1.6231
1.0760,0.5658
1.0765,2.1164
1.0770,-0.6224
1.0775,-0.1418
1.0780,1.3400
1.0785,1.7184
1.0790,0.7186
1.0795,0.3197
1.0800,1.3899
1.0805,0.5030
1.0810,-0.1625
1.0815,1.1780
1.0820,-0.6776
1.0825,-1.3807
1.0830,-0.9674
1.0835,-0.0657
1.0840,-0.5426
1.0845,-0.9527
1.0850,1.3474
1.0855,1.4256
1.0860,1.1404
1.0865,0.1044
1.0870,-0.9427
1.0875,0.0603
1.0880,-1.9745
1.0885,0.0116
1.0890,-2.5706
1.0895,-1.5465
1.0900,-0.8075
1.0905,-1.1548
1.0910,0.1028
1.0915,0.0939
1.0920,-1.0728
1.0925,-1.2147
1.0930,-1.1631
1.0935,-1.1981
1.0940,-0.4164
1.0945,0.0119
1.0950,-0.6519
1.0955,-1.9369
1.0960,-1.4644
1.0965,-1.7317
1.0970,-0.8726
1.0975,0.3300
1.0980,-2.8504
1.0985,-1.6238
1.0990,-0.5449
1.0995,-0.8057
1.1000,-0.9729
1.1005,0.1602
1.1010,-0.5034
1.1015,0.6019
1.1020,1.7268
1.1025,1.7255
1.1030,1.0367
1.1035,0.6811
1.1040,2.7254
1.1045,1.0109
1.1050,1.9484
1.1055,1.8709
1.1060,0.3509
1.1065,2.0393
1.1070,2.3336
1.1075,0.1077
1.1080,0.0127
1.1085,1.3023
1.1090,0.0707
1.1095,1.3242
1.1100,2.4214
1.1105,-0.8241
1.1110,-0.5092
1.1115,0.5129
1.1120,0.6116
1.1125,0.3595
1.1130,1.8478
1.1135,0.8486
1.1140,1.9675
1.1145,0.2778
1.1150,0.1897
1.1155,0.6608
1.1160,0.0132
1.1165,0.8685
1.1170,0.1146
1.1175,-1.9140
1.1180,-0.6237
1.1185,-1.1097
1.1190,-1.7972
1.1195,-1.0946
1.1200,-1.7203
1.1205,2.3618
1.1210,0.4092
1.1215,0.1088
1.1220,-1.6874
1.1225,1.3407
1.1230,-0.1342
1.1235,-2.2960
1.1240,-1.7367
1.1245,-0.2544
1.1250,-2.0703
1.1255,-0.8461
1.1260,0.3035
1.1265,-1.1463
1.1270,-0.6478
1.1275,-1.2693
1.1280,-0.2561
1.1285,-1.1109
1.1290,-2.0013
1.1295,0.1907
1.1300,-1.1465
1.1305,0.5496
1.1310,0.7694
1.1315,0.8663
1.1320,1.2528
1.1325,-0.7340
1.1330,2.0936
1.1335,-0.0630
1.1340,-0.7742
1.1345,-0.4339
1.1350,0.8972
1.1355,0.0381
1.1360,-0.8784
1.1365,1.0676
1.1370,1.2093
1.1375,-0.8703
1.1380,-0.0946
1.1385,2.4323
1.1390,0.7194
1.1395,1.5292
1.1400,2.6415
1.1405,0.4851
1.1410,1.8685
1.1415,1.1948
1.1420,-0.4405
1.1425,1.1893
1.1430,0.6250
1.1435,2.9430
1.1440,0.2162
1.1445,1.1745
1.1450,0.9986
1.1455,0.9786
1.1460,0.8858
1.1465,-0.2473
1.1470,-0.0634
1.1475,-1.0058
1.1480,-1.8097
1.1485,0.0511
1.1490,1.2111
1.1495,0.9621
1.1500,0.5435
1.1505,1.1739
1.1510,-1.3835
1.1515,-0.3259
1.1520,2.1843
1.1525,1.0324
1.1530,-1.0228
1.1535,0.5314
1.1540,-1.8540
1.1545,-1.4101
1.1550,-0.6817
1.1555,-0.2720
1.1560,-1.2373
1.1565,-1.4409
1.1570,-1.7485
1.1575,-1.1364
1.1580,-1.6149
1.1585,-3.1734
1.1590,-0.9257
1.1595,-1.7642
1.1600,-2.0995
1.1605,-1.9975
1.1610,-1.5803
1.1615,-0.5230
1.1620,0.6808
1.1625,-1.0583
1.1630,-1.1962
1.1635,-2.5245
1.1640,-0.4222
1.1645,-0.4064
1.1650,-0.2174
1.1655,-0.4860
1.1660,-0.4895
1.1665,0.9779
1.1670,1.2008
1.1675,0.2841
1.1680,-0.1366
1.1685,0.1930
1.1690,0.0434
1.1695,0.0421
1.1700,1.0919
1.1705,0.9336
1.1710,0.4431
1.1715,0.9010
1.1720,1.4933
1.1725,-1.1568
1.1730,1.5419
1.1735,0.7824
1.1740,0.4366
1.1745,0.9195
1.1750,-0.0072
1.1755,-0.5135
1.1760,-1.6580
1.1765,1.6340
1.1770,-0.5667
1.1775,1.2000
1.1780,1.5168
1.1785,1.5509
1.1790,1.7396
1.1795,-0.9589
1.1800,0.6014
1.1805,0.4422
1.1810,0.4616
1.1815,-0.3295
1.1820,-1.5542
1.1825,0.3844
1.1830,-0.1691
1.1835,0.1632
1.1840,1.1375
1.1845,-0.5687
1.1850,-0.4535
1.1855,0.3287
1.1860,1.4651
1.1865,0.6331
1.1870,-1.5450
1.1875,-0.3790
1.1880,-1.1256
1.1885,-0.7574
1.1890,-0.7466
1.1895,-0.0758
1.1900,-0.4238
1.1905,-2.7384
1.1910,-0.2606
1.1915,-2.9691
1.1920,-1.3281
1.1925,-0.1021
1.1930,-0.9013
1.1935,-2.2647
1.1940,-0.6125
1.1945,-0.6358
1.1950,0.5677
1.1955,-2.1910
1.1960,-0.3451
1.1965,-1.3013
1.1970,-0.2046
1.1975,0.3793
1.1980,-1.5010
1.1985,-0.4115
1.1990,-0.4558
1.1995,-0.1917
1.2000,-0.4392
1.2005,-0.8426
1.2010,-0.4478
1.2015,-0.0622
1.2020,0.0040
1.2025,1.0954
1.2030,-0.7707
1.2035,1.3266
1.2040,1.2041
1.2045,0.3462
1.2050,1.2923
1.2055,-0.0599
1.2060,2.9594
1.2065,2.5308
1.2070,2.3440
1.2075,2.3650
1.2080,-0.6772
1.2085,1.6606
1.2090,0.5112
1.2095,0.2235
1.2100,0.6048
1.2105,-0.4704
1.2110,-0.4022
1.2115,-0.1040
1.2120,3.1243
1.2125,-0.2316
1.2130,0.3681
1.2135,0.6123
1.2140,1.7539
1.2145,2.0304
1.2150,0.9872
1.2155,0.8119
1.2160,1.0497
1.2165,-0.3767
1.2170,-0.0537
1.2175,-0.1894
1.2180,-0.5312
1.2185,-0.0283
1.2190,-1.0658
1.2195,-1.5680
1.2200,0.6472
1.2205,-0.8807
1.2210,-0.6788
1.2215,0.7259
1.2220,-1.1645
1.2225,-0.9469
1.2230,-1.4667
1.2235,-1.1047
1.2240,0.6029
1.2245,-1.8281
1.2250,-1.3807
1.2255,-0.7768
1.2260,1.2162
1.2265,-2.2913
1.2270,-0.4028
1.2275,0.2813
1.2280,-0.1351
1.2285,-1.3398
1.2290,0.0096
1.2295,-2.6560
1.2300,-3.4070
1.2305,0.5960
1.2310,-0.6722
1.2315,-0.8888
1.2320,0.4132
1.2325,-0.7602
1.2330,-0.6697
1.2335,-0.7253
1.2340,-1.0619
1.2345,1.0244
1.2350,0.4977
1.2355,0.4119
1.2360,0.2261
1.2365,0.6747
1.2370,0.2822
1.2375,-0.5013
1.2380,-0.8850
1.2385,1.5982
1.2390,0.7565
1.2395,1.1485
1.2400,0.5176
1.2405,2.0871
1.2410,0.5485
1.2415,1.1369
1.2420,2.7312
1.2425,2.7531
1.2430,0.8602
1.2435,-0.3825
1.2440,0.9957
1.2445,1.4759
1.2450,1.5107
1.2455,-0.3479
1.2460,1.1660
1.2465,0.2028
1.2470,-0.3241
1.2475,2.1292
1.2480,1.1020
1.2485,0.4218
1.2490,1.2188
1.2495,1.8681
1.2500,-1.0901
1.2505,-0.2271
1.2510,0.3732
1.2515,0.0021
1.2520,0.4646
1.2525,1.1603
1.2530,-0.2119
1.2535,-0.2447
1.2540,0.1707
1.2545,0.2516
1.2550,-0.6943
1.2555,-0.4712
1.2560,-0.1151
1.2565,-0.4155
1.2570,0.1763
1.2575,-3.3067
1.2580,-1.4075
1.2585,-2.3315
1.2590,-1.3296
1.2595,-2.3772
1.2600,-1.5103
1.2605,0.2445
1.2610,-1.1009
1.2615,-0.4851
1.2620,0.4321
1.2625,-0.7748
1.2630,-1.1491
1.2635,-0.7832
1.2640,-0.1571
1.2645,-1.3780
1.2650,-1.3428
1.2655,-0.5094
1.2660,-2.1488
1.2665,-0.6756
1.2670,-0.9809
1.2675,0.5354
1.2680,0.7622
1.2685,-0.2248
1.2690,0.5963
1.2695,2.2091
1.2700,0.4374
1.2705,-0.3549
1.2710,1.0335
1.2715,3.1727
1.2720,2.6887
1.2725,2.3121
1.2730,0.1582
1.2735,0.9448
1.2740,0.0725
1.2745,0.7927
1.2750,0.6606
1.2755,0.4501
1.2760,-0.1097
1.2765,0.6449
1.2770,0.9786
1.2775,1.6810
1.2780,0.0369
1.2785,0.4194
1.2790,0.9718
1.2795,2.0614
1.2800,1.7444
1.2805,0.9527
1.2810,1.0940
1.2815,0.7046
1.2820,1.2430
1.2825,-0.4948
1.2830,-0.3028
1.2835,-0.1742
1.2840,-0.4963
1.2845,0.0464
1.2850,-0.6625
1.2855,-1.0028
1.2860,-1.0057
1.2865,-0.8434
1.2870,-0.6693
1.2875,-0.8079
1.2880,0.9891
1.2885,-1.2283
1.2890,0.9165
1.2895,-0.8454
1.2900,-1.5023
1.2905,0.4214
1.2910,-0.7188
1.2915,-0.5161
1.2920,-0.2178
1.2925,-1.0655
1.2930,-1.8787
1.2935,-1.2586
1.2940,-2.2145
1.2945,-2.1468
1.2950,-0.9358
1.2955,-0.9181
1.2960,-1.1658
1.2965,-0.9238
1.2970,-0.8914
1.2975,0.2923
1.2980,-0.1721
1.2985,-0.6532
1.2990,0.3222
1.2995,0.6113
1.3000,-0.9295
1.3005,-0.2904
1.3010,0.2162
1.3015,1.1106
1.3020,1.8115
1.3025,0.5152
1.3030,0.3113
1.3035,0.8990
1.3040,1.0319
1.3045,0.8568
1.3050,1.9045
1.3055,1.7576
1.3060,0.2129
1.3065,-0.8300
1.3070,2.4000
1.3075,1.5075
1.3080,1.0920
1.3085,0.3785
1.3090,1.5638
1.3095,1.3729
1.3100,1.0703
1.3105,0.2872
1.3110,2.5776
1.3115,0.5371
1.3120,-0.7133
1.3125,1.2745
1.3130,0.9607
1.3135,0.8132
1.3140,-0.0792
1.3145,1.2557
1.3150,-0.4929
1.3155,-1.4694
1.3160,-1.4034
1.3165,-0.3996
1.3170,0.0144
1.3175,-0.6194
1.3180,0.8944
1.3185,-0.3853
1.3190,-0.5118
1.3195,0.6366
1.3200,0.3463
1.3205,-1.0793
1.3210,-0.3289
1.3215,-0.9456
1.3220,-0.7729
1.3225,-0.4359
1.3230,0.2376
1.3235,-2.4812
1.3240,-1.3149
1.3245,-1.3966
1.3250,-1.6261
1.3255,0.7091
1.3260,0.1575
1.3265,-0.2166
1.3270,-4.0902
1.3275,-1.2595
1.3280,-0.9665
1.3285,-2.2153
1.3290,-0.1920
1.3295,-0.5597
